case_id,state,district,court_type,case_type,sub_type,filing_date,first_hearing_date,last_hearing_date,judgment_date,duration_days,adjournment_count,hearing_count,avg_hearing_gap_days,stage_count,case_complexity,evidence_quality,lawyer_experience_years,lawyer_win_rate,judge_experience_years,court_backlog,number_of_parties,delay_tactics_used,opponent_aggressiveness,evidence_delay_days,procedural_abuse_score,outcome,resolution_type,data_quality_flag,out_of_distribution_flag
LC000111,Jammu and Kashmir,Kathua,Family Court,criminal,Murder,2015-01-16,2015-02-25,2016-11-08,2016-11-14,668,9,13,51,2,0.656,0.189,18,0.61,13,3473,6,false,0.322,16,0.268,Partially Allowed,Trial,clean,false
LC000112,Jammu and Kashmir,Srinagar,Magistrate Court,civil,Property Dispute,2016-08-23,2016-11-06,2018-05-29,2018-06-05,651,9,15,43,2,0.429,0.2,8,0.389,32,3981,2,false,0.591,9,0.325,Plaintiff Won,Dismissed on Merit,clean,false
LC000113,Uttar Pradesh,Agra,Labour Court,civil,Consumer Complaint,2011-10-27,2011-12-21,2013-10-09,2013-10-13,717,7,12,59,8,0.883,0.535,10,0.604,24,1800,2,true,0.423,8,0.217,Partially Allowed,Trial,clean,false
LC000114,Uttar Pradesh,Meerut,Family Court,civil,Property Dispute,2012-06-16,2012-07-12,2013-01-24,2013-01-26,224,7,9,24,4,0.058,0.359,1,0.663,21,2485,2,false,0.575,1,0.303,Settled,Mediation,clean,false
LC000115,Manipur,Imphal West,Consumer Forum,civil,Mortgage,2019-05-02,2019-06-10,2019-12-15,2020-02-07,281,5,11,25,8,0.669,0.492,15,0.471,7,757,3,false,0.455,15,0.254,Plaintiff Won,Trial,clean,false
LC000116,Maharashtra,Amravati,Sessions Court,civil,Injunction,2021-01-26,2021-03-15,2021-07-05,2021-08-29,215,4,5,43,6,0.248,0.387,15,0.504,8,2175,2,false,0.373,32,0.463,Settled,Mediation,clean,false
LC000117,Uttar Pradesh,Meerut,Family Court,civil,Partition,2011-11-03,2012-01-25,2012-08-29,2012-10-27,359,9,11,32,5,0.681,0.357,14,0.51,14,1664,4,true,0.403,27,0.206,Withdrawn,Settlement,clean,false
LC000118,Tamil Nadu,Madurai,Consumer Forum,civil,Mortgage,2011-02-08,2011-03-10,2012-01-03,2012-01-09,335,3,5,67,4,0.721,0.495,8,0.371,9,2390,3,false,0.267,50,0.346,Plaintiff Won,Dismissed on Merit,clean,true
LC000119,Uttar Pradesh,Agra,District Court,criminal,Fraud,2018-02-19,2018-04-14,2019-10-31,2019-11-05,624,5,12,52,4,0.305,0.173,10,0.825,11,2314,3,true,0.338,15,0.246,Defendant Won,Trial,clean,false
LC000120,Bihar,Gaya,Civil Court,civil,Easement,2019-07-02,2019-08-30,2020-06-28,2020-07-13,377,5,8,47,6,0.36,0.109,16,0.101,24,1878,2,true,0.265,4,0.29,Dismissed,Dismissed on Merit,clean,false
LC000121,Delhi,East Delhi,High Court,civil,Contract Breach,2013-08-19,2013-09-15,2015-01-15,2015-03-05,563,7,13,43,7,0.779,0.561,18,0.544,24,2082,2,false,0.594,2,0.278,Partially Allowed,Summary Judgment,noisy,false
LC000122,Jammu and Kashmir,Srinagar,Civil Court,civil,Consumer Complaint,2018-09-15,2018-10-03,2019-12-24,2019-12-27,468,8,9,52,7,0.664,0.167,12,0.701,17,3254,3,false,0.443,28,0.353,Settled,Lok Adalat,clean,false
LC000123,Chhattisgarh,Raipur,District Court,civil,Property Dispute,2012-11-20,2013-02-07,2014-07-14,2014-09-11,660,5,13,50,6,0.725,0.317,1,0.639,2,2480,3,true,0.336,82,0.446,Defendant Won,Default Judgment,clean,false
LC000124,Maharashtra,Aurangabad,High Court,criminal,Fraud,2016-10-26,2016-12-14,2017-05-02,2017-06-23,240,7,14,17,2,0.489,0.318,7,0.587,13,2626,3,false,0.563,8,0.592,Settled,Settlement,clean,false
LC000125,Himachal Pradesh,Mandi,District Court,civil,Matrimonial,2015-11-29,2016-01-09,2017-08-23,2017-09-16,657,4,9,73,3,0.335,0.052,11,0.504,30,3435,3,true,0.165,54,0.102,Dismissed,Summary Judgment,clean,false
LC000126,Karnataka,Mangaluru,Civil Court,civil,Defamation,2014-07-18,2014-09-15,2015-08-06,2015-08-07,385,6,9,42,6,0.133,0.717,12,0.542,15,2122,2,false,0.444,7,0.406,Plaintiff Won,Dismissed on Merit,clean,false
LC000127,Chhattisgarh,Raigarh,Labour Court,criminal,Kidnapping,2020-08-01,2020-10-28,2021-08-08,2021-09-14,409,2,10,40,4,0.787,0.161,13,0.726,10,1338,2,false,0.078,4,0.245,Dismissed,Dismissed on Merit,clean,false
LC000128,Delhi,North Delhi,High Court,criminal,Assault,2010-07-08,2010-08-26,2011-06-12,2011-07-13,370,5,13,28,8,0.616,0.424,16,0.329,16,1713,2,false,0.185,22,0.286,Dismissed,Trial,clean,false
LC000129,Rajasthan,Bharatpur,Magistrate Court,civil,Injunction,2012-02-02,2012-03-12,2013-11-27,2013-11-30,667,9,11,60,8,0.285,0.446,17,0.61,6,3431,4,true,0.373,36,0.396,Dismissed,Dismissed on Merit,clean,false
LC000130,Karnataka,Davanagere,District Court,criminal,Drug Trafficking,2017-11-03,2018-01-15,2018-12-08,2019-01-01,424,2,7,60,8,0.278,0.39,13,0.671,17,2207,2,false,0.262,32,0.463,Plaintiff Won,Default Judgment,clean,false
LC000131,Uttar Pradesh,Noida,Civil Court,civil,Property Dispute,2016-05-14,2016-07-05,2017-07-27,2017-08-23,466,10,14,33,2,0.43,0.276,10,0.86,6,2901,2,true,0.843,38,0.431,Settled,Lok Adalat,clean,false
LC000132,Uttar Pradesh,Lucknow,Magistrate Court,civil,Property Dispute,2021-04-01,2021-05-09,2022-03-16,2022-03-18,351,4,6,58,4,0.419,0.365,19,0.383,12,1378,6,false,0.27,0,0.37,Plaintiff Won,Trial,clean,false
LC000133,Maharashtra,Amravati,Civil Court,criminal,Robbery,2021-02-02,2021-03-04,2022-11-22,2022-12-15,681,6,10,68,7,0.943,0.203,15,0.555,2,4044,5,false,0.361,0,0.224,Dismissed,Default Judgment,clean,false
LC000134,Rajasthan,Ajmer,Sessions Court,criminal,Cheating,2021-08-31,2021-10-24,2022-09-04,2022-09-07,372,5,12,31,7,0.874,0.474,13,0.456,13,2789,2,false,0.198,7,0.228,Appeal Pending,Dismissed on Merit,clean,false
LC000135,Bihar,Patna,District Court,civil,Easement,2021-01-11,2021-03-05,2022-02-11,2022-03-09,422,4,12,35,8,0.454,0.573,21,0.436,2,737,3,true,0.11,13,0.305,Plaintiff Won,Dismissed on Merit,clean,false
LC000136,Uttar Pradesh,Ghaziabad,Civil Court,criminal,Dowry Harassment,2022-11-23,2022-12-30,2024-04-08,2024-04-17,511,8,14,36,8,0.67,0.192,22,0.554,16,2735,3,false,0.368,3,0.152,Plaintiff Won,Default Judgment,clean,false
LC000137,Puducherry,Yanam,High Court,civil,Mortgage,2022-06-08,2022-08-13,2023-10-12,2023-10-27,506,10,16,31,6,0.432,0.165,21,0.357,19,2358,3,true,0.744,9,0.498,Settled,Lok Adalat,clean,false
LC000138,Maharashtra,Nagpur,Labour Court,criminal,Drug Trafficking,2022-08-21,2022-10-02,2023-08-13,2023-10-01,406,4,11,36,5,0.593,0.514,9,0.69,16,2084,3,false,0.474,8,0.375,Defendant Won,Summary Judgment,clean,false
LC000139,Uttar Pradesh,Lucknow,Family Court,civil,Property Dispute,2022-03-26,2022-06-10,2023-08-23,2023-10-17,570,10,14,40,7,0.678,0.33,5,0.555,23,3317,2,false,0.437,25,0.442,Plaintiff Won,Dismissed on Merit,noisy,false
LC000140,Uttar Pradesh,Agra,District Court,civil,Partition,2012-05-17,2012-08-10,2012-10-26,2012-12-05,202,5,10,20,5,0.201,0.529,19,0.44,2,901,2,true,0.118,11,0.143,Settled,Lok Adalat,clean,false
LC000141,Tamil Nadu,Erode,Consumer Forum,civil,Mortgage,2014-07-25,2014-08-15,2016-01-28,2016-03-25,609,5,10,60,6,0.71,0.344,13,0.921,2,2311,2,true,0.841,61,0.425,Partially Allowed,Summary Judgment,clean,false
LC000142,Rajasthan,Ajmer,District Court,criminal,Dowry Harassment,2015-05-04,2015-06-04,2015-11-09,2015-12-26,236,7,11,21,4,0.857,0.233,14,0.532,27,2248,2,false,0.816,0,0.413,Settled,Lok Adalat,clean,false
LC000143,Uttar Pradesh,Varanasi,Consumer Forum,criminal,Theft,2021-09-20,2021-10-06,2022-06-30,2022-08-12,326,6,8,40,5,0.367,0.689,19,0.593,9,2751,3,false,0.349,13,0.123,Defendant Won,Default Judgment,clean,false
LC000144,Maharashtra,Amravati,High Court,civil,Defamation,2012-11-15,2013-01-30,2013-06-27,2013-07-18,245,3,9,27,5,0.595,0.344,15,0.563,26,2049,2,false,0.316,34,0.284,Settled,Settlement,clean,false
LC000145,Gujarat,Vadodara,Family Court,civil,Easement,2020-06-06,2020-07-02,2021-11-04,2021-11-06,518,11,13,39,8,0.834,0.525,8,0.212,30,2404,2,true,0.725,12,0.497,Partially Allowed,Summary Judgment,clean,false
LC000146,Maharashtra,Aurangabad,Magistrate Court,criminal,Dowry Harassment,2019-10-25,2019-12-14,2021-07-30,2021-08-28,673,7,15,44,3,0.552,0.344,12,0.494,18,2491,3,true,0.271,7,0.354,Dismissed,Trial,clean,false
LC000147,Mizoram,Aizawl,District Court,civil,Injunction,2011-12-04,2012-02-17,2012-03-11,2012-04-24,142,6,8,17,8,0.335,0.434,6,0.775,19,1716,2,false,0.562,5,0.389,Withdrawn,Settlement,clean,false
LC000148,Gujarat,Anand,Labour Court,criminal,Cybercrime,2016-01-01,2016-01-27,2017-07-13,2017-08-20,597,10,12,49,3,0.375,0.187,11,0.478,9,4701,2,false,0.542,7,0.312,Plaintiff Won,Summary Judgment,clean,false
LC000149,Bihar,Ara,Family Court,criminal,Kidnapping,2013-01-21,2013-04-20,2014-03-20,2014-05-03,467,7,12,38,4,0.411,0.353,20,0.534,3,2007,2,true,0.394,2,0.295,Defendant Won,Default Judgment,clean,false
LC000150,Uttar Pradesh,Ghaziabad,Consumer Forum,civil,Contract Breach,2018-08-30,2018-10-30,2020-09-30,2020-10-05,767,5,8,95,4,0.782,0.503,24,0.404,21,2535,2,true,0.336,9,0.248,Plaintiff Won,Default Judgment,clean,false
LC000151,Gujarat,Rajkot,Civil Court,criminal,Cheating,2014-01-01,2014-03-21,2014-11-05,2014-11-26,329,9,17,19,7,0.516,0.774,17,0.387,6,3075,2,true,0.296,3,0.309,Withdrawn,Settlement,noisy,false
LC000152,Rajasthan,Kota,Civil Court,criminal,Fraud,2021-02-09,2021-03-05,2022-06-17,2022-08-10,547,5,13,42,7,0.749,0.594,12,0.824,24,1061,2,true,0.409,13,0.325,Partially Allowed,Dismissed on Merit,clean,false
LC000153,Rajasthan,Jaipur,Civil Court,civil,Easement,2021-08-17,2021-09-09,2022-10-22,2022-12-12,482,11,12,40,2,0.12,0.545,15,0.57,8,2108,2,false,0.492,15,0.207,Defendant Won,Default Judgment,clean,true
LC000154,Manipur,Bishnupur,Sessions Court,civil,Defamation,2014-03-26,2014-05-05,2015-09-20,2015-10-09,562,6,7,80,8,0.522,0.529,23,0.5,14,2014,2,false,0.862,8,0.556,Partially Allowed,Summary Judgment,clean,false
LC000155,Puducherry,Mahe,Family Court,civil,Easement,2017-06-07,2017-08-23,2018-09-24,2018-10-24,504,6,8,63,2,0.478,0.68,10,0.602,2,1409,6,true,0.127,13,0.081,Plaintiff Won,Summary Judgment,clean,false
LC000156,Uttar Pradesh,Noida,Civil Court,criminal,Assault,2016-07-04,2016-09-26,2018-01-01,2018-02-03,579,11,19,30,3,0.363,0.325,15,0.441,17,2916,2,true,0.571,0,0.523,Plaintiff Won,Dismissed on Merit,clean,false
LC000157,Odisha,Ganjam,Family Court,civil,Matrimonial,2016-09-20,2016-11-13,2017-01-25,2017-02-07,140,7,11,15,6,0.142,0.565,10,0.288,14,2546,6,false,0.39,10,0.361,Withdrawn,Settlement,clean,false
LC000158,Karnataka,Kalaburagi,High Court,criminal,Kidnapping,2013-12-05,2014-02-03,2015-02-03,2015-03-21,471,9,12,39,2,0.595,0.436,15,0.326,13,3164,3,true,0.404,33,0.43,Settled,Settlement,clean,false
LC000159,Chhattisgarh,Rajnandgaon,High Court,criminal,Murder,2012-05-05,2012-06-03,2013-08-27,2013-10-11,524,4,12,43,6,0.735,0.458,14,0.479,2,2410,2,false,0.193,0,0.335,Plaintiff Won,Summary Judgment,clean,false
LC000160,Delhi,East Delhi,District Court,civil,Property Dispute,2011-03-25,2011-05-24,2012-09-04,2012-09-20,545,6,9,60,8,0.323,0.423,18,0.411,4,3374,4,true,0.165,14,0.424,Plaintiff Won,Trial,clean,false
LC000161,Ladakh,Leh,Sessions Court,civil,Partition,2017-11-15,2018-01-30,2019-02-08,2019-04-06,507,3,4,120,5,0.787,0.19,18,0.516,12,2114,3,false,0.244,4,0.312,Plaintiff Won,Default Judgment,clean,false
LC000162,Gujarat,Vadodara,Consumer Forum,civil,Succession,2011-09-02,2011-11-23,2013-02-17,2013-03-02,547,7,15,36,7,0.181,0.745,11,0.695,6,2767,2,true,0.398,2,0.442,Plaintiff Won,Dismissed on Merit,clean,true
LC000163,West Bengal,Malda,High Court,civil,Defamation,2022-03-06,2022-04-04,2023-12-11,2023-12-23,657,8,13,50,4,0.492,0.542,12,0.524,20,3476,3,false,0.5,5,0.165,Plaintiff Won,Summary Judgment,clean,false
LC000164,Lakshadweep,Lakshadweep,Civil Court,criminal,Robbery,2015-01-12,2015-03-06,2016-05-09,2016-06-23,528,2,10,52,8,0.888,0.463,12,0.314,19,2834,3,true,0.34,26,0.299,Plaintiff Won,Trial,clean,false
LC000165,Maharashtra,Thane,High Court,civil,Defamation,2015-07-03,2015-07-19,2017-03-18,2017-03-27,633,6,10,63,3,0.583,0.27,2,0.631,38,2051,3,false,0.396,28,0.312,Plaintiff Won,Default Judgment,clean,false
LC000166,Gujarat,Bhavnagar,Sessions Court,criminal,Kidnapping,2018-06-20,2018-07-28,2020-05-07,2020-06-27,738,6,14,52,6,0.485,0.464,12,0.758,14,3510,4,false,0.185,1,0.203,Dismissed,Trial,clean,false
LC000167,Tripura,Sipahijala,Magistrate Court,criminal,Drug Trafficking,2015-01-12,2015-02-05,2016-03-15,2016-03-27,440,8,13,33,6,0.828,0.324,11,0.54,19,2732,6,true,0.476,25,0.427,Settled,Mediation,clean,false
LC000168,Uttarakhand,Nainital,Civil Court,civil,Succession,2011-09-25,2011-12-08,2012-05-13,2012-05-30,248,10,15,16,2,0.374,0.531,9,0.674,8,1570,2,false,0.633,0,0.343,Settled,Mediation,clean,false
LC000169,Andaman and Nicobar Islands,South Andaman,Magistrate Court,criminal,Drug Trafficking,2018-12-17,2019-01-08,2020-07-21,2020-08-18,610,5,6,101,6,0.652,0.82,1,0.769,5,4688,4,true,0.052,0,0.048,Plaintiff Won,Default Judgment,clean,true
LC000170,Delhi,East Delhi,Consumer Forum,criminal,Cybercrime,2012-01-11,2012-02-22,2012-08-17,2012-09-02,235,8,9,26,2,0.358,0.7,13,0.561,20,1417,4,true,0.507,3,0.512,Dismissed,Trial,clean,false
LC000171,Maharashtra,Solapur,Civil Court,civil,Defamation,2019-09-22,2019-10-27,2020-05-02,2020-06-05,257,2,5,51,4,0.462,0.659,13,0.639,28,2607,6,true,0.055,6,0.235,Settled,Lok Adalat,clean,false
LC000172,Rajasthan,Jodhpur,Consumer Forum,criminal,Robbery,2010-08-14,2010-08-29,2011-06-07,2011-07-16,336,14,21,16,4,0.37,0.139,16,0.452,17,4823,3,false,0.806,10,0.531,Plaintiff Won,Trial,noisy,false
LC000173,Kerala,Thiruvananthapuram,Labour Court,civil,Mortgage,2013-07-30,2013-09-11,2014-07-28,2014-08-24,390,8,15,26,3,0.584,0.46,8,0.708,22,2764,3,false,0.242,15,0.213,Dismissed,Default Judgment,clean,false
LC000174,Bihar,Purnia,Magistrate Court,criminal,Drug Trafficking,2015-01-20,2015-02-21,2016-05-06,2016-05-18,484,9,10,48,7,0.726,0.234,12,0.474,15,1912,3,false,0.741,10,0.388,Plaintiff Won,Dismissed on Merit,clean,false
LC000175,Maharashtra,Nashik,Consumer Forum,criminal,Kidnapping,2020-11-16,2020-12-22,2021-02-05,2021-04-06,141,4,8,17,4,0.311,0.486,10,0.288,27,1146,3,false,0.073,84,0.258,Settled,Mediation,clean,false
LC000176,Jammu and Kashmir,Kathua,Labour Court,civil,Easement,2021-09-24,2021-12-22,2023-06-07,2023-07-18,662,11,17,38,8,0.372,0.328,16,0.664,19,2583,2,true,0.707,7,0.412,Dismissed,Summary Judgment,clean,false
LC000177,Maharashtra,Amravati,Consumer Forum,criminal,Assault,2017-04-12,2017-05-02,2018-02-20,2018-04-10,363,12,15,24,3,0.579,0.344,12,0.515,6,4036,3,false,0.574,50,0.367,Settled,Lok Adalat,clean,false
LC000178,Maharashtra,Nagpur,High Court,criminal,Drug Trafficking,2022-09-15,2022-10-10,2023-08-24,2023-08-25,344,5,11,31,7,0.482,0.4,8,0.581,15,1534,6,true,0.626,2,0.51,Settled,Settlement,clean,false
LC000179,Maharashtra,Nashik,Civil Court,criminal,Dowry Harassment,2016-11-24,2017-01-16,2018-03-09,2018-04-09,501,6,14,35,6,0.147,0.423,8,0.411,16,3111,2,true,0.373,4,0.327,Plaintiff Won,Trial,clean,false
LC000180,Uttar Pradesh,Noida,District Court,criminal,Cheating,2020-09-28,2020-11-12,2022-12-20,2023-01-23,847,7,8,105,7,0.184,0.279,9,0.583,38,3969,2,true,0.478,19,0.323,Defendant Won,Summary Judgment,clean,false
LC000181,Uttar Pradesh,Bareilly,Family Court,criminal,Dowry Harassment,2014-08-14,2014-10-09,2015-11-24,2015-11-26,469,2,5,93,5,0.751,0.196,18,0.196,14,1383,2,true,0.148,14,0.165,Plaintiff Won,Default Judgment,clean,true
LC000182,Andhra Pradesh,Kurnool,Consumer Forum,civil,Mortgage,2019-11-11,2019-12-09,2020-11-16,2021-01-04,420,6,12,35,5,0.385,0.21,9,0.548,20,913,3,true,0.697,30,0.255,Settled,Settlement,clean,false
LC000183,Bihar,Purnia,Magistrate Court,criminal,Murder,2014-03-25,2014-05-06,2015-03-25,2015-04-10,381,7,8,47,4,0.462,0.472,7,0.772,14,3468,2,false,0.31,8,0.272,Dismissed,Default Judgment,clean,false
LC000184,Uttar Pradesh,Varanasi,Labour Court,criminal,Kidnapping,2021-04-07,2021-05-28,2021-12-30,2022-01-04,272,9,11,24,8,0.713,0.308,6,0.762,10,1934,2,true,0.596,11,0.447,Settled,Lok Adalat,clean,false
LC000185,Karnataka,Davanagere,Labour Court,criminal,Cybercrime,2012-02-05,2012-03-21,2013-02-14,2013-03-22,411,5,6,68,6,0.307,0.375,26,0.534,18,2130,2,false,0.15,28,0.249,Dismissed,Trial,noisy,false
LC000186,Tamil Nadu,Coimbatore,Civil Court,criminal,Dowry Harassment,2021-09-06,2021-11-30,2022-09-04,2022-10-11,400,6,13,30,7,0.344,0.109,4,0.907,28,3192,2,false,0.217,6,0.124,Plaintiff Won,Default Judgment,clean,false
LC000187,Haryana,Faridabad,Sessions Court,criminal,Assault,2020-02-09,2020-04-01,2022-02-07,2022-02-11,733,10,15,48,2,0.887,0.253,19,0.593,18,3163,3,true,0.792,16,0.271,Plaintiff Won,Default Judgment,clean,false
LC000188,Gujarat,Anand,High Court,criminal,Murder,2011-10-31,2012-01-08,2013-06-07,2013-06-26,604,7,12,50,5,0.221,0.186,23,0.73,22,3132,2,true,0.223,8,0.396,Plaintiff Won,Default Judgment,clean,false
LC000189,Jammu and Kashmir,Jammu,District Court,civil,Matrimonial,2018-06-01,2018-07-22,2020-08-09,2020-09-11,833,9,13,64,3,0.384,0.571,4,0.553,11,2176,2,true,0.771,9,0.4,Appeal Pending,Summary Judgment,clean,false
LC000190,Karnataka,Mysuru,Labour Court,civil,Matrimonial,2016-06-20,2016-09-16,2018-02-11,2018-03-28,646,6,13,49,6,0.655,0.192,6,0.575,5,4089,2,false,0.047,5,0.285,Dismissed,Dismissed on Merit,clean,false
LC000191,Bihar,Bhagalpur,Consumer Forum,civil,Injunction,2021-10-13,2021-10-29,2022-11-22,2023-01-11,455,4,7,65,6,0.518,0.06,2,0.762,28,2891,2,false,0.349,15,0.308,Settled,Lok Adalat,clean,false
LC000192,Maharashtra,Amravati,District Court,civil,Injunction,2022-02-06,2022-04-12,2023-02-21,2023-03-16,403,4,10,40,8,0.328,0.261,14,0.764,21,2511,4,false,0.327,22,0.297,Settled,Mediation,clean,false
LC000193,Haryana,Rohtak,Labour Court,criminal,Dowry Harassment,2018-10-15,2018-12-27,2019-08-06,2019-09-21,341,10,18,18,6,0.299,0.484,15,0.459,5,3212,4,false,0.497,37,0.299,Settled,Lok Adalat,clean,true
LC000194,Uttarakhand,Nainital,Consumer Forum,criminal,Assault,2015-01-03,2015-02-17,2016-01-31,2016-02-02,395,0,3,120,4,0.615,0.045,1,0.735,7,1321,3,false,0.173,19,0.303,Partially Allowed,Dismissed on Merit,noisy,false
LC000195,Uttar Pradesh,Varanasi,Family Court,civil,Consumer Complaint,2013-08-12,2013-11-09,2014-08-10,2014-08-16,369,9,15,24,6,0.126,0.602,5,0.68,12,1672,5,true,0.548,14,0.332,Dismissed,Dismissed on Merit,clean,false
LC000196,Uttar Pradesh,Ghaziabad,Sessions Court,civil,Injunction,2010-12-06,2011-02-07,2012-08-09,2012-09-16,650,6,14,46,8,0.301,0.753,17,0.532,21,4180,2,true,0.268,11,0.161,Defendant Won,Trial,clean,false
LC000197,Andhra Pradesh,Krishna,Magistrate Court,criminal,Fraud,2022-10-29,2023-01-01,2023-12-25,2024-02-09,468,10,17,27,2,0.75,0.236,9,0.811,2,2312,3,true,0.471,49,0.46,Partially Allowed,Summary Judgment,clean,false
LC000198,West Bengal,Burdwan,Consumer Forum,civil,Injunction,2012-04-23,2012-05-14,2014-05-06,2014-05-31,768,7,14,54,7,0.834,0.186,13,0.677,10,2713,2,false,0.041,6,0.292,Appeal Pending,Default Judgment,noisy,false
LC000199,Maharashtra,Mumbai City,Sessions Court,criminal,Theft,2022-02-01,2022-02-19,2023-11-11,2023-11-12,649,4,11,59,2,0.505,0.407,18,0.668,12,2927,3,false,0.57,9,0.374,Partially Allowed,Trial,clean,false
LC000200,Kerala,Thiruvananthapuram,High Court,civil,Mortgage,2013-04-19,2013-05-20,2014-03-22,2014-04-03,349,8,9,38,7,0.606,0.158,24,0.734,18,1432,2,true,0.485,30,0.368,Settled,Mediation,clean,false
LC000201,Maharashtra,Nagpur,Consumer Forum,criminal,Kidnapping,2021-12-08,2022-02-25,2023-09-02,2023-09-12,643,7,13,49,8,0.825,0.201,10,0.341,25,3237,2,true,0.59,4,0.412,Defendant Won,Dismissed on Merit,clean,false
LC000202,Madhya Pradesh,Indore,Civil Court,criminal,Drug Trafficking,2010-05-10,2010-08-02,2011-06-24,2011-07-30,446,5,12,37,4,0.646,0.17,8,0.633,5,2427,2,false,0.428,19,0.178,Plaintiff Won,Summary Judgment,clean,false
LC000203,Uttar Pradesh,Kanpur Nagar,High Court,civil,Defamation,2013-09-21,2013-11-11,2014-04-20,2014-05-19,240,2,8,30,2,0.176,0.517,4,0.595,32,2113,2,true,0.099,3,0.247,Dismissed,Dismissed on Merit,noisy,false
LC000204,Delhi,East Delhi,Magistrate Court,criminal,Drug Trafficking,2011-01-07,2011-03-15,2011-06-15,2011-06-18,162,3,10,16,5,0.485,0.145,7,0.709,32,878,2,false,0.41,2,0.375,Settled,Settlement,clean,false
LC000205,Kerala,Kannur,Civil Court,criminal,Robbery,2019-04-30,2019-06-23,2020-12-23,2021-01-12,623,7,10,62,7,0.313,0.549,4,0.533,15,3939,2,true,0.232,2,0.312,Dismissed,Trial,clean,false
LC000206,Tamil Nadu,Vellore,Magistrate Court,criminal,Drug Trafficking,2013-09-10,2013-10-23,2014-11-06,2014-12-21,467,3,8,58,3,0.479,0.201,13,0.555,19,3035,4,false,0.227,8,0.229,Defendant Won,Trial,clean,false
LC000207,West Bengal,South 24 Parganas,Labour Court,civil,Injunction,2022-11-07,2022-12-22,2023-04-08,2023-05-20,194,5,8,24,4,0.391,0.035,21,0.446,6,1505,6,true,0.512,5,0.582,Withdrawn,Settlement,clean,false
LC000208,Punjab,Jalandhar,Family Court,criminal,Fraud,2016-03-30,2016-06-05,2017-02-15,2017-04-04,370,8,11,33,5,0.946,0.729,1,0.564,16,3449,4,false,0.074,0,0.167,Defendant Won,Dismissed on Merit,clean,false
LC000209,Uttar Pradesh,Lucknow,Consumer Forum,civil,Contract Breach,2013-08-02,2013-08-21,2014-12-13,2014-12-19,504,3,10,50,2,0.244,0.357,15,0.633,21,2865,4,false,0.241,30,0.296,Dismissed,Trial,clean,false
LC000210,Bihar,Ara,Civil Court,criminal,Cheating,2014-05-01,2014-07-21,2015-01-16,2015-03-17,320,7,9,35,2,0.506,0.669,13,0.691,19,3255,3,false,0.48,2,0.258,Settled,Mediation,clean,false
LC000211,Gujarat,Rajkot,Magistrate Court,civil,Succession,2019-08-16,2019-09-07,2021-03-14,2021-03-15,577,10,14,41,6,0.713,0.392,22,0.354,5,2954,2,false,0.419,4,0.371,Settled,Lok Adalat,clean,false
LC000212,Maharashtra,Mumbai City,High Court,criminal,Dowry Harassment,2014-03-03,2014-05-02,2014-11-30,2015-01-14,317,1,3,105,4,0.334,0.542,10,0.565,12,2316,2,true,0.206,10,0.408,Settled,Settlement,clean,false
LC000213,Mizoram,Champhai,District Court,criminal,Kidnapping,2017-05-31,2017-07-12,2017-08-13,2017-10-11,133,4,11,15,4,0.67,0.517,13,0.406,12,1857,4,true,0.408,6,0.373,Settled,Mediation,clean,false
LC000214,Odisha,Sambalpur,Labour Court,civil,Succession,2012-02-17,2012-03-16,2012-11-21,2013-01-18,336,6,12,28,8,0.348,0.151,15,0.314,15,699,3,true,0.436,21,0.296,Plaintiff Won,Dismissed on Merit,clean,false
LC000215,West Bengal,Hooghly,Magistrate Court,criminal,Kidnapping,2012-01-04,2012-03-26,2012-10-06,2012-11-14,315,2,9,35,3,0.221,0.438,30,0.592,11,2152,3,false,0.121,78,0.103,Partially Allowed,Dismissed on Merit,clean,false
LC000216,Bihar,Muzaffarpur,Civil Court,civil,Contract Breach,2014-05-17,2014-06-01,2015-09-02,2015-09-12,483,8,11,43,8,0.634,0.369,9,0.583,2,2898,2,false,0.573,3,0.488,Dismissed,Dismissed on Merit,clean,false
