case_id,state,district,case_type,ipc_section,bailable,judge_seniority,pleading_complexity,pleading_sentiment,filing_date,disposal_date,judge_id,adjournment_count,backlog_size,outcome,duration_days
CAS-10177,Tamil Nadu,Tamil Nadu_District_2,Family,NA,0,17,0.76,-0.04,2022-12-30,2029-12-26,JDG-29,10,4304,Allowed,2553
CAS-10178,Delhi,Delhi_District_5,Criminal,323,0,10,0.19,0.25,2019-08-30,2026-01-20,JDG-40,10,1071,Settled,2335
CAS-10179,Tamil Nadu,Tamil Nadu_District_7,Criminal,498A,1,9,0.3,0.62,2022-04-11,2030-01-11,JDG-19,24,1355,Settled,2832
CAS-10180,Tamil Nadu,Tamil Nadu_District_1,Property,NA,0,9,0.14,-0.66,2020-01-01,2028-05-19,JDG-36,12,3956,Dismissed,3061
CAS-10181,Tamil Nadu,Tamil Nadu_District_3,Commercial,NA,0,20,0.26,-0.64,2020-06-03,2029-03-17,JDG-10,23,3923,Allowed,3209
CAS-10182,Tamil Nadu,Tamil Nadu_District_1,Civil,NA,0,10,0.44,-0.47,2019-06-18,2027-10-14,JDG-25,18,2327,Allowed,3040
CAS-10183,Delhi,Delhi_District_5,Family,NA,0,13,0.53,-0.62,2019-06-09,2025-10-14,JDG-31,14,2216,Allowed,2319
CAS-10184,Karnataka,Karnataka_District_1,Criminal,302,0,9,0.49,-0.1,2022-04-10,2031-12-24,JDG-32,19,3337,Dismissed,3545
CAS-10185,Maharashtra,Maharashtra_District_8,Property,NA,0,4,0.7,-0.29,2021-02-18,2029-04-11,JDG-41,8,3044,Dismissed,2974
CAS-10186,Delhi,Delhi_District_5,Property,NA,0,22,0.98,0.4,2022-09-30,2029-10-05,JDG-22,15,1146,Settled,2562
CAS-10187,Uttar Pradesh,Uttar Pradesh_District_2,Criminal,323,0,16,0.18,0.74,2022-12-01,2032-04-25,JDG-24,16,4582,Settled,3433
CAS-10188,Karnataka,Karnataka_District_5,Property,NA,0,2,0.56,-0.32,2022-10-22,2030-06-26,JDG-25,20,522,Settled,2804
CAS-10189,Delhi,Delhi_District_8,Civil,NA,0,13,0.75,0.79,2021-05-23,2031-05-25,JDG-34,9,5843,Dismissed,3654
CAS-10190,Maharashtra,Maharashtra_District_5,Commercial,NA,0,3,0.42,0.45,2021-10-11,2030-02-21,JDG-6,21,3479,Dismissed,3055
CAS-10191,Uttar Pradesh,Uttar Pradesh_District_4,Property,NA,0,5,0.75,0.62,2023-02-01,2029-11-16,JDG-40,4,2328,Dismissed,2480
CAS-10192,Uttar Pradesh,Uttar Pradesh_District_6,Family,NA,0,14,0.18,0.14,2019-12-02,2025-11-14,JDG-4,5,3792,Allowed,2174
CAS-10193,Delhi,Delhi_District_2,Commercial,NA,0,20,0.55,-0.68,2022-02-06,2028-06-29,JDG-12,23,1163,Allowed,2335
CAS-10194,Delhi,Delhi_District_6,Property,NA,0,5,0.57,-0.1,2022-03-15,2032-01-26,JDG-49,5,5969,Dismissed,3604
CAS-10195,Tamil Nadu,Tamil Nadu_District_9,Family,NA,0,23,0.68,-0.13,2021-12-06,2025-03-17,JDG-27,5,1159,Dismissed,1197
CAS-10196,Tamil Nadu,Tamil Nadu_District_7,Civil,NA,0,17,0.28,0.1,2019-09-11,2026-09-09,JDG-45,11,2597,Allowed,2555
CAS-10197,Maharashtra,Maharashtra_District_3,Property,NA,0,20,0.33,-0.11,2022-10-04,2032-07-23,JDG-37,20,5176,Settled,3580
CAS-10198,Uttar Pradesh,Uttar Pradesh_District_5,Family,NA,0,7,0.67,-0.72,2020-09-03,2029-06-11,JDG-6,8,5605,Settled,3203
CAS-10199,Tamil Nadu,Tamil Nadu_District_9,Family,NA,0,5,0.11,-0.35,2022-09-27,2029-05-02,JDG-28,11,2961,Dismissed,2409
CAS-10200,Karnataka,Karnataka_District_7,Family,NA,0,15,0.32,-0.36,2021-04-20,2028-11-29,JDG-45,23,2514,Dismissed,2780
CAS-10201,Tamil Nadu,Tamil Nadu_District_2,Criminal,498A,0,22,0.58,-0.14,2020-09-30,2028-09-01,JDG-15,8,3641,Allowed,2893
CAS-10202,Karnataka,Karnataka_District_4,Property,NA,0,11,0.85,0.46,2022-02-28,2033-05-13,JDG-23,15,5932,Allowed,4092
CAS-10203,Uttar Pradesh,Uttar Pradesh_District_8,Civil,NA,0,20,0.38,0.72,2019-06-10,2025-01-08,JDG-4,13,924,Dismissed,2039
CAS-10204,Delhi,Delhi_District_9,Civil,NA,0,18,0.98,-0.44,2019-07-17,2029-01-01,JDG-34,12,4169,Settled,3456
CAS-10205,Delhi,Delhi_District_5,Property,NA,0,3,0.7,-0.45,2022-03-13,2029-01-26,JDG-48,11,597,Dismissed,2511
CAS-10206,Uttar Pradesh,Uttar Pradesh_District_7,Family,NA,0,16,0.56,0.49,2020-06-15,2025-01-13,JDG-26,11,1110,Dismissed,1673
CAS-10207,Tamil Nadu,Tamil Nadu_District_4,Property,NA,0,16,0.89,0.59,2021-11-15,2029-03-01,JDG-49,10,2605,Dismissed,2663
CAS-10208,Delhi,Delhi_District_9,Commercial,NA,0,9,0.35,-0.17,2020-01-14,2027-12-03,JDG-43,4,5369,Dismissed,2880
CAS-10209,Uttar Pradesh,Uttar Pradesh_District_3,Commercial,NA,0,13,0.57,-0.34,2020-04-29,2026-03-18,JDG-21,10,2711,Dismissed,2149
CAS-10210,Maharashtra,Maharashtra_District_8,Criminal,420,1,21,0.6,-0.53,2019-02-09,2027-06-02,JDG-38,17,3424,Settled,3035
CAS-10211,Tamil Nadu,Tamil Nadu_District_1,Property,NA,0,17,0.24,-0.1,2020-06-27,2027-01-05,JDG-9,7,2281,Dismissed,2383
CAS-10212,Maharashtra,Maharashtra_District_7,Property,NA,0,22,0.75,-0.28,2019-05-11,2025-04-10,JDG-33,7,2029,Settled,2161
CAS-10213,Tamil Nadu,Tamil Nadu_District_2,Criminal,323,0,10,0.84,0.07,2022-10-19,2032-10-13,JDG-44,20,3490,Settled,3647
CAS-10214,Uttar Pradesh,Uttar Pradesh_District_8,Criminal,498A,1,17,0.74,0.52,2019-11-03,2025-08-12,JDG-47,2,1480,Allowed,2109
CAS-10215,Delhi,Delhi_District_9,Civil,NA,0,6,0.83,0.55,2020-12-24,2029-11-29,JDG-16,4,4884,Allowed,3262
CAS-10216,Delhi,Delhi_District_3,Family,NA,0,16,0.26,0.57,2019-05-23,2026-11-22,JDG-21,2,5563,Dismissed,2740
CAS-10217,Maharashtra,Maharashtra_District_5,Property,NA,0,15,0.78,0.65,2020-01-28,2030-06-07,JDG-35,18,5146,Settled,3783
CAS-10218,Delhi,Delhi_District_3,Civil,NA,0,7,0.7,0.1,2020-12-02,2027-12-27,JDG-35,3,3097,Dismissed,2581
CAS-10219,Karnataka,Karnataka_District_4,Civil,NA,0,9,0.77,0.67,2019-03-24,2030-01-23,JDG-46,24,5257,Dismissed,3958
CAS-10220,Karnataka,Karnataka_District_3,Civil,NA,0,21,0.98,0.19,2021-02-25,2028-12-31,JDG-47,10,3310,Allowed,2866
CAS-10221,Uttar Pradesh,Uttar Pradesh_District_4,Civil,NA,0,10,0.11,-0.05,2021-03-31,2032-02-20,JDG-35,15,5822,Settled,3978
CAS-10222,Karnataka,Karnataka_District_9,Family,NA,0,5,0.89,0.6,2020-03-07,2029-06-25,JDG-30,15,4508,Dismissed,3397
CAS-10223,Karnataka,Karnataka_District_2,Property,NA,0,22,0.16,0.53,2022-05-09,2028-04-21,JDG-9,4,2544,Dismissed,2174
CAS-10224,Maharashtra,Maharashtra_District_2,Civil,NA,0,9,0.57,-0.11,2020-10-20,2029-06-07,JDG-26,13,4159,Settled,3152
CAS-10225,Uttar Pradesh,Uttar Pradesh_District_3,Family,NA,0,20,0.31,0.02,2021-05-03,2024-12-27,JDG-44,5,1078,Allowed,1334
CAS-10226,Delhi,Delhi_District_7,Civil,NA,0,2,0.34,-0.15,2023-01-30,2033-09-14,JDG-42,23,4236,Settled,3880
CAS-10227,Maharashtra,Maharashtra_District_1,Commercial,NA,0,9,0.52,-0.08,2021-09-24,2031-11-21,JDG-49,21,5296,Allowed,3710
CAS-10228,Maharashtra,Maharashtra_District_8,Commercial,NA,0,21,0.2,-0.26,2022-10-18,2031-06-08,JDG-41,22,4328,Settled,3155
CAS-10229,Uttar Pradesh,Uttar Pradesh_District_1,Civil,NA,0,18,0.2,-0.25,2021-11-30,2027-08-14,JDG-39,8,682,Settled,2083
CAS-10230,Karnataka,Karnataka_District_3,Commercial,NA,0,14,0.94,-0.54,2021-08-14,2029-09-28,JDG-45,9,4191,Settled,2967
CAS-10231,Maharashtra,Maharashtra_District_7,Family,NA,0,6,0.1,0.22,2021-10-01,2030-10-28,JDG-47,24,4241,Dismissed,3314
CAS-10232,Maharashtra,Maharashtra_District_4,Criminal,420,1,5,0.45,-0.07,2019-11-28,2028-10-29,JDG-15,19,2274,Settled,3258
CAS-10233,Delhi,Delhi_District_9,Criminal,420,0,12,0.64,0.0,2020-12-13,2030-10-01,JDG-39,20,3689,Dismissed,3579
CAS-10234,Tamil Nadu,Tamil Nadu_District_6,Commercial,NA,0,22,0.91,-0.69,2022-08-27,2030-03-24,JDG-45,17,3921,Dismissed,2766
CAS-10235,Delhi,Delhi_District_5,Property,NA,0,18,0.29,-0.05,2019-10-04,2025-12-07,JDG-43,7,2319,Allowed,2256
CAS-10236,Tamil Nadu,Tamil Nadu_District_3,Property,NA,0,24,0.59,0.58,2022-04-10,2028-12-25,JDG-15,13,2389,Settled,2451
CAS-10237,Karnataka,Karnataka_District_9,Family,NA,0,2,0.57,0.02,2022-05-04,2026-02-27,JDG-37,6,506,Settled,1395
CAS-10238,Maharashtra,Maharashtra_District_4,Commercial,NA,0,11,0.68,0.22,2021-03-27,2028-11-17,JDG-49,12,3554,Allowed,2792
CAS-10239,Uttar Pradesh,Uttar Pradesh_District_8,Criminal,376,1,13,0.6,-0.63,2022-12-28,2030-11-11,JDG-5,18,2400,Allowed,2875
CAS-10240,Karnataka,Karnataka_District_3,Commercial,NA,0,14,0.45,-0.74,2019-09-19,2029-01-18,JDG-15,23,4958,Settled,3409
CAS-10241,Delhi,Delhi_District_5,Criminal,323,0,11,0.44,-0.04,2019-07-20,2025-11-18,JDG-49,7,1285,Settled,2313
CAS-10242,Uttar Pradesh,Uttar Pradesh_District_4,Civil,NA,0,14,0.97,0.44,2019-12-31,2028-10-22,JDG-22,6,3736,Settled,3218
CAS-10243,Karnataka,Karnataka_District_7,Commercial,NA,0,4,0.37,-0.39,2019-12-07,2029-07-09,JDG-46,20,5357,Dismissed,3502
CAS-10244,Tamil Nadu,Tamil Nadu_District_5,Family,NA,0,12,0.6,-0.24,2020-03-10,2028-01-05,JDG-17,4,5504,Dismissed,2857
CAS-10245,Tamil Nadu,Tamil Nadu_District_2,Civil,NA,0,20,0.28,-0.17,2020-09-04,2026-05-17,JDG-36,6,1156,Allowed,2081
CAS-10246,Karnataka,Karnataka_District_5,Criminal,498A,1,14,0.51,-0.74,2021-11-09,2030-02-24,JDG-41,23,2010,Allowed,3029
CAS-10247,Delhi,Delhi_District_6,Civil,NA,0,20,0.52,0.77,2020-08-04,2029-11-26,JDG-36,13,5459,Allowed,3401
CAS-10248,Karnataka,Karnataka_District_1,Commercial,NA,0,12,0.93,-0.22,2021-02-10,2030-08-13,JDG-7,18,4302,Settled,3471
CAS-10249,Karnataka,Karnataka_District_9,Family,NA,0,14,0.5,0.56,2020-03-18,2028-09-12,JDG-5,9,5942,Settled,3100
CAS-10250,Uttar Pradesh,Uttar Pradesh_District_7,Criminal,323,1,12,0.88,0.04,2020-11-26,2029-08-22,JDG-30,22,2499,Settled,3191
CAS-10251,Karnataka,Karnataka_District_3,Criminal,420,0,9,0.37,-0.78,2019-01-25,2027-06-22,JDG-37,2,3863,Settled,3070
CAS-10252,Uttar Pradesh,Uttar Pradesh_District_8,Property,NA,0,10,0.79,0.55,2022-11-08,2031-04-09,JDG-4,3,3675,Allowed,3074
CAS-10253,Karnataka,Karnataka_District_3,Commercial,NA,0,15,0.83,0.72,2019-03-24,2024-10-25,JDG-38,3,2592,Allowed,2042
CAS-10254,Maharashtra,Maharashtra_District_7,Criminal,420,1,17,0.53,-0.57,2023-01-14,2030-10-11,JDG-8,14,2658,Dismissed,2827
CAS-10255,Karnataka,Karnataka_District_6,Property,NA,0,8,0.53,-0.44,2021-02-19,2027-05-07,JDG-21,10,936,Dismissed,2268
CAS-10256,Uttar Pradesh,Uttar Pradesh_District_3,Civil,NA,0,23,0.27,0.35,2021-11-03,2027-12-24,JDG-28,11,2089,Allowed,2242
CAS-10257,Tamil Nadu,Tamil Nadu_District_5,Family,NA,0,14,0.93,0.35,2022-08-06,2030-05-25,JDG-18,13,4202,Allowed,2849
CAS-10258,Karnataka,Karnataka_District_9,Family,NA,0,18,0.39,-0.8,2022-01-16,2029-11-07,JDG-8,19,3667,Settled,2852
CAS-10259,Uttar Pradesh,Uttar Pradesh_District_9,Property,NA,0,12,0.84,-0.59,2023-01-15,2032-10-29,JDG-36,10,5023,Allowed,3575
CAS-10260,Karnataka,Karnataka_District_3,Civil,NA,0,7,0.44,0.74,2021-07-17,2028-10-06,JDG-27,6,2948,Settled,2638
CAS-10261,Delhi,Delhi_District_7,Property,NA,0,22,0.89,-0.51,2023-01-15,2029-12-09,JDG-47,13,1022,Settled,2520
CAS-10262,Maharashtra,Maharashtra_District_5,Family,NA,0,20,0.67,0.8,2021-10-20,2026-11-10,JDG-41,18,1624,Dismissed,1847
CAS-10263,Delhi,Delhi_District_3,Family,NA,0,10,0.15,0.43,2020-02-01,2027-07-10,JDG-36,19,3288,Dismissed,2716
CAS-10264,Delhi,Delhi_District_9,Civil,NA,0,7,0.53,0.61,2019-06-11,2027-03-26,JDG-9,2,3671,Dismissed,2845
CAS-10265,Tamil Nadu,Tamil Nadu_District_2,Commercial,NA,0,7,0.68,-0.17,2023-01-01,2032-08-22,JDG-1,9,5417,Settled,3521
CAS-10266,Tamil Nadu,Tamil Nadu_District_3,Property,NA,0,18,0.2,0.03,2022-01-30,2028-12-04,JDG-24,13,2600,Allowed,2500
CAS-10267,Maharashtra,Maharashtra_District_4,Criminal,498A,0,4,0.46,0.05,2020-06-24,2032-10-16,JDG-43,23,5479,Settled,4497
CAS-10268,Tamil Nadu,Tamil Nadu_District_6,Civil,NA,0,21,0.51,-0.37,2019-06-24,2026-10-31,JDG-30,18,2651,Settled,2686
CAS-10269,Delhi,Delhi_District_5,Property,NA,0,2,0.77,-0.44,2020-07-08,2027-12-20,JDG-36,13,1219,Settled,2721
CAS-10270,Tamil Nadu,Tamil Nadu_District_3,Civil,NA,0,12,0.85,0.17,2019-07-14,2027-03-10,JDG-29,9,3616,Settled,2796
CAS-10271,Uttar Pradesh,Uttar Pradesh_District_2,Criminal,376,0,16,0.15,0.27,2020-01-28,2029-03-04,JDG-5,5,5723,Allowed,3323
CAS-10272,Karnataka,Karnataka_District_6,Civil,NA,0,18,0.3,-0.49,2022-08-17,2030-12-31,JDG-19,11,4012,Dismissed,3058
CAS-10273,Uttar Pradesh,Uttar Pradesh_District_5,Family,NA,0,16,0.25,0.23,2020-07-17,2024-08-27,JDG-38,2,1572,Allowed,1502
CAS-10274,Tamil Nadu,Tamil Nadu_District_9,Civil,NA,0,15,0.16,-0.56,2022-02-19,2028-01-21,JDG-21,6,2795,Allowed,2162
CAS-10275,Uttar Pradesh,Uttar Pradesh_District_6,Criminal,420,1,14,0.51,0.1,2020-06-03,2026-08-11,JDG-44,7,1616,Settled,2260
CAS-10276,Karnataka,Karnataka_District_1,Civil,NA,0,17,1.0,0.04,2022-06-29,2029-10-24,JDG-48,13,2105,Dismissed,2674
CAS-10277,Delhi,Delhi_District_9,Family,NA,0,12,0.51,0.67,2021-06-04,2027-10-07,JDG-18,24,1369,Allowed,2316
CAS-10278,Tamil Nadu,Tamil Nadu_District_3,Property,NA,0,3,0.73,-0.17,2019-01-08,2026-09-28,JDG-30,17,1429,Dismissed,2820
CAS-10279,Maharashtra,Maharashtra_District_7,Civil,NA,0,21,0.61,0.43,2019-05-17,2028-07-23,JDG-37,23,3615,Allowed,3355
CAS-10280,Tamil Nadu,Tamil Nadu_District_5,Family,NA,0,11,0.82,-0.73,2021-02-28,2030-03-06,JDG-37,11,5467,Dismissed,3293
CAS-10281,Maharashtra,Maharashtra_District_3,Family,NA,0,14,0.1,0.64,2020-10-28,2029-02-14,JDG-34,23,3818,Dismissed,3031
CAS-10282,Maharashtra,Maharashtra_District_9,Property,NA,0,8,0.43,-0.17,2019-10-01,2027-09-04,JDG-45,22,2129,Settled,2895
CAS-10283,Tamil Nadu,Tamil Nadu_District_5,Commercial,NA,0,19,0.69,-0.42,2022-07-13,2030-11-15,JDG-11,14,4199,Settled,3047
CAS-10284,Maharashtra,Maharashtra_District_5,Criminal,302,0,23,0.88,-0.35,2020-10-22,2030-03-18,JDG-35,5,5304,Allowed,3434
CAS-10285,Karnataka,Karnataka_District_3,Property,NA,0,8,0.9,0.71,2020-04-06,2030-09-06,JDG-4,9,5000,Dismissed,3805
CAS-10286,Delhi,Delhi_District_4,Criminal,376,0,9,0.27,-0.27,2019-09-28,2027-08-12,JDG-35,8,3471,Settled,2875
CAS-10287,Maharashtra,Maharashtra_District_3,Commercial,NA,0,9,0.14,0.36,2019-10-17,2027-07-08,JDG-49,11,3575,Dismissed,2821
CAS-10288,Uttar Pradesh,Uttar Pradesh_District_8,Family,NA,0,24,0.94,-0.17,2020-11-10,2029-12-06,JDG-7,22,5276,Dismissed,3313
CAS-10289,Uttar Pradesh,Uttar Pradesh_District_4,Commercial,NA,0,20,0.15,-0.49,2020-02-24,2027-01-28,JDG-47,13,3609,Settled,2530
CAS-10290,Uttar Pradesh,Uttar Pradesh_District_7,Criminal,420,1,6,0.74,0.51,2021-01-22,2032-01-09,JDG-16,15,5091,Dismissed,4004
CAS-10291,Delhi,Delhi_District_2,Civil,NA,0,18,0.96,-0.73,2020-03-11,2029-03-16,JDG-47,18,4407,Settled,3292
CAS-10292,Karnataka,Karnataka_District_5,Property,NA,0,7,0.8,0.33,2022-05-02,2032-11-02,JDG-40,20,4375,Dismissed,3837
CAS-10293,Karnataka,Karnataka_District_6,Civil,NA,0,16,0.73,0.37,2021-02-01,2030-05-23,JDG-41,18,3989,Settled,3398
CAS-10294,Maharashtra,Maharashtra_District_6,Family,NA,0,21,0.24,-0.61,2019-07-11,2024-09-19,JDG-1,18,1599,Settled,1897
CAS-10295,Karnataka,Karnataka_District_4,Family,NA,0,19,0.11,0.45,2019-03-19,2024-11-26,JDG-33,4,3035,Allowed,2079
CAS-10296,Delhi,Delhi_District_7,Family,NA,0,20,0.74,0.05,2022-09-21,2028-02-05,JDG-6,9,2886,Settled,1963
CAS-10297,Karnataka,Karnataka_District_3,Family,NA,0,17,0.22,0.58,2020-03-03,2025-05-18,JDG-23,21,951,Allowed,1902
CAS-10298,Karnataka,Karnataka_District_9,Property,NA,0,9,0.33,0.2,2022-02-23,2030-04-17,JDG-11,4,4197,Settled,2975
CAS-10299,Karnataka,Karnataka_District_1,Civil,NA,0,6,0.76,-0.15,2021-12-18,2029-11-23,JDG-33,23,1387,Allowed,2897
CAS-10300,Delhi,Delhi_District_9,Commercial,NA,0,23,0.4,-0.71,2019-08-03,2024-07-04,JDG-19,16,951,Allowed,1797
CAS-10301,Uttar Pradesh,Uttar Pradesh_District_8,Family,NA,0,19,0.95,0.66,2019-01-17,2023-07-20,JDG-2,9,701,Allowed,1645
CAS-10302,Delhi,Delhi_District_5,Family,NA,0,10,0.76,0.33,2020-01-22,2027-08-07,JDG-10,10,4302,Allowed,2754
CAS-10303,Maharashtra,Maharashtra_District_3,Criminal,376,1,11,0.72,-0.57,2019-08-07,2029-10-13,JDG-29,24,3866,Dismissed,3720
CAS-10304,Tamil Nadu,Tamil Nadu_District_9,Family,NA,0,13,0.51,-0.65,2022-07-30,2028-02-28,JDG-10,3,3349,Settled,2039
CAS-10305,Maharashtra,Maharashtra_District_6,Civil,NA,0,5,0.32,-0.8,2020-08-17,2027-02-20,JDG-26,5,1588,Settled,2378
CAS-10306,Delhi,Delhi_District_5,Commercial,NA,0,23,0.95,-0.79,2019-10-11,2028-06-18,JDG-1,23,3415,Settled,3173
CAS-10307,Uttar Pradesh,Uttar Pradesh_District_4,Civil,NA,0,10,0.51,0.73,2022-06-14,2030-06-07,JDG-46,5,3644,Allowed,2915
CAS-10308,Maharashtra,Maharashtra_District_2,Commercial,NA,0,23,0.39,0.62,2019-03-14,2028-02-09,JDG-27,22,4962,Allowed,3254
CAS-10309,Karnataka,Karnataka_District_8,Family,NA,0,18,0.59,0.27,2019-02-08,2025-07-08,JDG-49,19,2759,Settled,2342
CAS-10310,Tamil Nadu,Tamil Nadu_District_1,Civil,NA,0,15,0.34,-0.4,2022-08-30,2030-02-11,JDG-33,9,2750,Dismissed,2722
CAS-10311,Delhi,Delhi_District_7,Criminal,420,1,20,0.54,-0.35,2021-05-19,2029-01-24,JDG-1,15,2934,Dismissed,2807
CAS-10312,Karnataka,Karnataka_District_8,Commercial,NA,0,15,0.43,0.67,2020-07-02,2024-09-13,JDG-9,7,794,Allowed,1534
CAS-10313,Karnataka,Karnataka_District_5,Criminal,323,1,12,0.67,0.53,2022-06-29,2029-09-26,JDG-43,9,2967,Settled,2646
CAS-10314,Tamil Nadu,Tamil Nadu_District_2,Criminal,498A,1,14,0.37,0.0,2021-07-22,2031-07-23,JDG-1,12,5417,Allowed,3653
CAS-10315,Uttar Pradesh,Uttar Pradesh_District_5,Civil,NA,0,11,0.95,0.39,2019-10-30,2026-11-26,JDG-20,4,3168,Dismissed,2584
CAS-10316,Karnataka,Karnataka_District_4,Property,NA,0,2,0.38,-0.4,2019-02-21,2028-08-30,JDG-24,11,4106,Settled,3478
CAS-10317,Uttar Pradesh,Uttar Pradesh_District_7,Property,NA,0,5,0.67,-0.2,2019-04-07,2027-05-20,JDG-49,8,3395,Settled,2965
CAS-10318,Uttar Pradesh,Uttar Pradesh_District_9,Commercial,NA,0,14,0.55,-0.49,2020-04-15,2028-08-09,JDG-16,23,2808,Dismissed,3038
CAS-10319,Maharashtra,Maharashtra_District_6,Civil,NA,0,16,0.71,-0.51,2021-12-04,2031-10-19,JDG-17,15,5090,Dismissed,3606
CAS-10320,Uttar Pradesh,Uttar Pradesh_District_2,Property,NA,0,7,0.81,-0.33,2020-02-20,2031-02-01,JDG-42,23,4884,Dismissed,3999
CAS-10321,Delhi,Delhi_District_3,Family,NA,0,3,0.57,0.17,2021-01-27,2027-10-27,JDG-19,15,2794,Allowed,2464
CAS-10322,Tamil Nadu,Tamil Nadu_District_8,Commercial,NA,0,10,0.47,-0.11,2020-03-24,2028-05-16,JDG-29,20,2742,Allowed,2975
CAS-10323,Delhi,Delhi_District_3,Property,NA,0,23,0.62,-0.76,2020-07-13,2026-12-02,JDG-49,16,704,Settled,2333
CAS-10324,Uttar Pradesh,Uttar Pradesh_District_7,Criminal,302,0,14,0.45,0.63,2020-06-12,2029-10-16,JDG-43,8,5933,Settled,3413
CAS-10325,Karnataka,Karnataka_District_3,Property,NA,0,22,0.3,0.34,2020-10-29,2029-11-19,JDG-9,17,4393,Settled,3308
CAS-10326,Uttar Pradesh,Uttar Pradesh_District_9,Civil,NA,0,20,0.21,-0.34,2020-03-04,2025-10-03,JDG-15,8,1217,Dismissed,2039
CAS-10327,Karnataka,Karnataka_District_5,Civil,NA,0,9,0.11,-0.35,2020-06-17,2028-02-17,JDG-6,3,4307,Dismissed,2801
CAS-10328,Maharashtra,Maharashtra_District_8,Family,NA,0,16,0.16,0.24,2019-12-01,2028-01-13,JDG-20,14,4677,Settled,2965
CAS-10329,Karnataka,Karnataka_District_3,Commercial,NA,0,4,0.42,-0.2,2020-10-05,2029-06-01,JDG-11,24,3121,Allowed,3161
CAS-10330,Karnataka,Karnataka_District_2,Civil,NA,0,10,0.1,0.49,2022-12-23,2033-07-27,JDG-39,16,5667,Allowed,3869
CAS-10331,Tamil Nadu,Tamil Nadu_District_1,Commercial,NA,0,6,0.29,0.34,2022-07-12,2029-12-16,JDG-28,8,3663,Allowed,2714
CAS-10332,Uttar Pradesh,Uttar Pradesh_District_1,Commercial,NA,0,22,0.69,0.62,2023-01-08,2027-12-02,JDG-13,6,1993,Dismissed,1789
CAS-10333,Karnataka,Karnataka_District_9,Property,NA,0,3,0.48,0.65,2022-05-15,2032-12-07,JDG-16,13,4990,Settled,3859
CAS-10334,Delhi,Delhi_District_2,Criminal,376,0,24,0.69,0.47,2022-05-30,2029-11-04,JDG-1,7,3052,Allowed,2715
CAS-10335,Uttar Pradesh,Uttar Pradesh_District_5,Criminal,323,0,5,0.84,-0.7,2022-05-15,2031-04-06,JDG-4,22,1474,Dismissed,3248
CAS-10336,Tamil Nadu,Tamil Nadu_District_5,Family,NA,0,13,0.24,-0.45,2022-02-17,2028-01-03,JDG-46,6,3081,Allowed,2146
CAS-10337,Maharashtra,Maharashtra_District_8,Commercial,NA,0,9,0.76,-0.1,2022-07-05,2031-02-16,JDG-8,14,4825,Dismissed,3148
CAS-10338,Maharashtra,Maharashtra_District_6,Property,NA,0,7,0.19,0.8,2020-04-02,2027-03-30,JDG-3,12,1456,Settled,2553
CAS-10339,Karnataka,Karnataka_District_3,Property,NA,0,14,0.22,-0.76,2021-08-07,2032-04-07,JDG-11,22,5094,Allowed,3896
CAS-10340,Tamil Nadu,Tamil Nadu_District_5,Commercial,NA,0,23,0.11,0.42,2022-10-10,2030-08-10,JDG-3,19,4004,Settled,2861
CAS-10341,Uttar Pradesh,Uttar Pradesh_District_3,Civil,NA,0,5,0.99,0.41,2019-03-15,2028-11-26,JDG-43,12,4021,Settled,3544
CAS-10342,Tamil Nadu,Tamil Nadu_District_3,Commercial,NA,0,15,0.43,0.19,2022-02-10,2029-02-07,JDG-42,6,4134,Allowed,2554
CAS-10343,Maharashtra,Maharashtra_District_2,Commercial,NA,0,24,0.88,-0.62,2021-07-28,2027-02-25,JDG-5,12,2824,Dismissed,2038
CAS-10344,Maharashtra,Maharashtra_District_9,Civil,NA,0,23,0.35,-0.55,2020-03-05,2025-08-15,JDG-14,8,2178,Allowed,1989
CAS-10345,Tamil Nadu,Tamil Nadu_District_2,Civil,NA,0,24,0.25,-0.07,2020-06-15,2026-08-09,JDG-30,9,1641,Allowed,2246
CAS-10346,Karnataka,Karnataka_District_8,Criminal,323,0,3,0.62,-0.36,2022-03-19,2029-02-18,JDG-20,5,2110,Settled,2528
CAS-10347,Delhi,Delhi_District_1,Family,NA,0,21,0.32,0.31,2021-09-02,2028-01-28,JDG-45,12,3066,Dismissed,2339
CAS-10348,Karnataka,Karnataka_District_5,Civil,NA,0,4,0.28,-0.45,2020-08-29,2029-12-08,JDG-30,18,3794,Allowed,3388
CAS-10349,Tamil Nadu,Tamil Nadu_District_7,Property,NA,0,24,0.46,0.27,2020-05-08,2026-05-25,JDG-11,11,1424,Allowed,2208
CAS-10350,Delhi,Delhi_District_7,Family,NA,0,3,0.53,-0.71,2020-08-06,2029-10-21,JDG-40,11,5159,Dismissed,3363
CAS-10351,Karnataka,Karnataka_District_8,Property,NA,0,11,0.33,-0.23,2019-04-11,2027-11-29,JDG-26,14,4631,Allowed,3154
CAS-10352,Tamil Nadu,Tamil Nadu_District_2,Criminal,498A,1,15,0.82,-0.58,2022-10-10,2028-11-10,JDG-44,7,1789,Allowed,2223
CAS-10353,Maharashtra,Maharashtra_District_1,Criminal,302,0,11,0.35,-0.22,2020-11-18,2032-08-27,JDG-18,23,5708,Dismissed,4300
CAS-10354,Tamil Nadu,Tamil Nadu_District_8,Civil,NA,0,16,0.28,-0.73,2019-02-09,2030-02-09,JDG-20,24,5274,Allowed,4018
